areasAmountPer100k,sportsAmountPer100k,areasSquarePer100k,subwayDistance,pollutedPointsPercentage,result
51,195.0,37.0,39269.2729949559,6429.796819203051,0.9597090220491011,0.0
52,479.0,182.0,830682.29625594,3770.3838037442742,0.4256614491971293,1.0
53,317.0,78.0,1062753.1161028065,1528.9858694254644,0.8585257634235998,0.0
54,120.0,33.0,26274.927996055245,6129.952873561956,0.7529497745418738,0.0
55,403.0,388.0,967129.9688552663,1290.4347666999588,0.1896486749060198,1.0
56,162.0,322.0,695958.2911733123,5762.315537086446,0.7172826637367379,0.0
57,98.0,40.0,39413.75842912025,5320.690355061486,0.8927348040518758,0.0
58,506.0,73.0,652893.2164281392,4403.07576355795,0.3012232067473666,1.0
59,46.0,9.0,857318.5074403256,5034.688490451918,0.048507079411417964,0.0
60,46.0,47.0,277544.75797228585,5568.215102567698,0.6195281591011977,0.0
61,398.0,439.0,387623.85598828224,4451.779545959464,0.33719675495640816,1.0
62,25.0,174.0,1106033.2477652552,2864.245184835059,0.9963287545924144,0.0
63,66.0,24.0,165211.48076592654,6541.202344092542,0.8458324601106493,0.0
64,240.0,419.0,1188955.854658347,409.5176628770109,0.15147385562593277,1.0
65,199.0,79.0,131652.81242716213,1956.0744003530494,0.32608070751904683,0.0
66,182.0,45.0,232556.19359750143,5596.198731877805,0.7785768784009641,0.0
67,534.0,412.0,613221.5936049479,3438.1536764550465,0.0060319625735779205,1.0
68,268.0,425.0,1264580.3154589904,2565.046910267026,0.15288789051664875,0.0
69,11.0,41.0,120388.88113115662,6523.777677676604,0.9984273951955941,0.0
70,323.0,283.0,1121490.5033778509,1337.207695846312,0.2862836959307909,1.0
71,326.0,401.0,870790.7650481887,6806.135861100392,0.08184670385104664,0.0
72,85.0,37.0,196991.08020452168,9449.751525898642,0.8758134419854511,0.0
73,440.0,120.0,517293.6926713689,3512.195751780041,0.44736103367047475,1.0
74,408.0,366.0,1345157.5071901826,7821.772141560204,0.5255980557674403,0.0
75,111.0,12.0,265236.1522697748,9130.216198470038,0.6598669084124471,0.0
76,262.0,482.0,1288603.739599761,3524.672436745174,0.027774402996959567,1.0
77,191.0,247.0,567286.9331464095,6.1508676375323645,0.6563846792414769,0.0
78,49.0,2.0,216801.33563773104,5741.643543914265,0.9647108088226837,0.0
79,228.0,393.0,318827.6445014639,1710.2503215805625,0.07525150971301477,1.0
80,56.0,54.0,46453.43707074573,4500.015600742071,0.018785283532784858,0.0
81,75.0,16.0,120271.97689741214,7200.328873776432,0.8629835610823503,0.0
82,487.0,317.0,1492168.2008164395,2764.9866286723,0.4522422200280214,1.0
83,203.0,201.0,895292.6681527949,3627.048816512228,0.407007194141637,0.0
84,16.0,15.0,65022.51999993821,5578.479766252143,0.9260612896601046,0.0
85,249.0,172.0,1492852.357618464,1916.6916419777458,0.4043514431243804,1.0
86,487.0,107.0,1380199.959428434,7659.045356872372,0.6434810069895646,0.0
87,79.0,39.0,5505.235725591575,5220.597333994959,0.7562305360780466,0.0
88,242.0,347.0,892149.1307128596,4352.700160373571,0.4063274392500153,1.0
89,149.0,64.0,525937.8027102392,2527.71629766256,0.4513961126728251,0.0
90,134.0,12.0,209021.06585067124,6378.592548653877,0.8556910480023363,0.0
91,358.0,257.0,458828.2391596332,3923.482240556074,0.033518819514780925,1.0
92,429.0,245.0,1054577.9090161738,6241.565222925623,0.6052458628704869,0.0
93,158.0,14.0,154722.68655040843,7499.836478500734,0.8648692161796665,0.0
94,291.0,200.0,355816.084548918,1835.328415727771,0.3058604993790896,1.0
95,163.0,131.0,230286.54802003186,4499.450248097311,0.7619188499466812,0.0
96,47.0,23.0,272514.966776797,7502.215869747987,0.6862565027355427,0.0
97,280.0,141.0,358912.92219493375,645.8384785176103,0.5858177725726508,1.0
98,195.0,283.0,134983.48963454415,5722.856853421853,0.7459472928158241,0.0
99,64.0,28.0,107239.15896084874,6718.43491776526,0.9041765694344017,0.0
100,301.0,409.0,1402863.565041332,1996.583001166532,0.14965394739127227,1.0
101,367.0,35.0,217668.465942428,6734.527685133985,0.6004495601950199,0.0
102,184.0,29.0,84863.709580969,9407.36839137561,0.8156193299031036,0.0
103,405.0,152.0,1438808.2183258615,4606.157897638479,0.14026405081915558,1.0
104,312.0,311.0,402639.8539032502,572.3299967793967,0.5396586293020802,0.0
105,98.0,46.0,175767.71074563186,9539.873795644795,0.7892498536884731,0.0
106,323.0,380.0,960513.7200148618,3480.523910240858,0.4520851474594767,1.0
107,102.0,375.0,697650.164712774,4847.634472847365,0.07199795247569074,0.0
108,96.0,46.0,230702.23618811776,7054.189826566606,0.8459202897652995,0.0
109,500.0,297.0,1108902.2762247957,3977.7120539463344,0.45935197380126647,1.0
110,307.0,26.0,1325571.649808071,3960.4639114468487,0.6830064144983525,0.0
111,94.0,49.0,35907.150167299005,7122.054638386964,0.8840704440351848,0.0
112,313.0,379.0,1359509.7111947474,2631.9518952897515,0.36721973204844344,1.0
113,378.0,285.0,342439.8660899803,4661.193716529781,0.32912852638486945,0.0
114,136.0,44.0,100176.96004110147,8564.606418370098,0.6347426321088299,0.0
115,477.0,177.0,526475.5638167411,3436.7440005545286,0.3609201676625356,1.0
116,75.0,441.0,212540.17553001302,2314.6204846895084,0.42552981141919277,0.0
117,46.0,14.0,260706.73254744988,6185.5160406895775,0.901001558671949,0.0
118,381.0,142.0,453372.45263752044,4798.678510231379,0.3567729932719941,1.0
119,297.0,16.0,904709.9058312705,2933.749751300983,0.9850523606243226,0.0
120,148.0,20.0,107360.06543837991,6677.746498980378,0.8183180054032558,0.0
121,410.0,203.0,890669.2612807375,1754.5006867870115,0.3762284547844004,1.0
122,358.0,242.0,652611.248974355,3692.1858637325186,0.3404342669980436,0.0
123,102.0,19.0,119574.30170613973,6056.826879874261,0.958801564735019,0.0
124,431.0,447.0,1139352.5554511584,3205.932450921064,0.5118692095844706,1.0
125,112.0,87.0,531361.2468584334,3925.1550152478485,0.622714712224496,0.0
126,51.0,46.0,57534.45403259556,8299.062479687536,0.6617046036081066,0.0
127,307.0,90.0,468599.0923298867,3496.6079652308367,0.03350405263189144,1.0
128,147.0,304.0,793612.0109370816,7095.600994219252,0.35925555432230927,0.0
129,150.0,42.0,264575.164134143,8869.211246378662,0.9494673264513345,0.0
130,236.0,384.0,952070.734497341,3614.6174140574863,0.08275895077962116,1.0
131,406.0,46.0,278297.831702626,730.8155479344709,0.9527784081503833,0.0
132,58.0,32.0,26200.793786991384,9528.848526566817,0.711431179246955,0.0
133,277.0,347.0,744700.4537699383,2662.847693982356,0.3908176761534946,1.0
134,262.0,354.0,678202.5144306058,1984.804279477193,0.9328115812983502,0.0
135,94.0,27.0,24229.01194165518,9608.718211619398,0.7786586242914356,0.0
136,527.0,339.0,489019.009741926,2815.9349725469147,0.05004927516631787,1.0
137,43.0,250.0,1380180.417499734,4141.779567925593,0.23503427488706363,0.0
138,25.0,4.0,148862.0485743631,9765.231165519242,0.6302773312317436,0.0
139,265.0,54.0,1176221.7990290087,716.4712294910547,0.19397640445100167,1.0
140,196.0,188.0,105815.95449985059,4952.229382892253,0.35069241421891484,0.0
141,166.0,43.0,214744.0682806556,5925.183951139549,0.786680042996755,0.0
142,401.0,241.0,849700.6542131073,4442.20545527246,0.22198657778120104,1.0
143,42.0,193.0,1423476.5314196511,46.251903413566886,0.8290296292055381,0.0
144,101.0,4.0,210695.778357965,7467.943679778249,0.6885956202274283,0.0
145,569.0,163.0,678688.7269428686,3273.7465423690614,0.2421283379645086,1.0
146,494.0,494.0,1355893.4100597023,4489.196369305423,0.5774105964041432,0.0
147,53.0,7.0,262763.06559500156,5469.313868988143,0.8331871379692352,0.0
148,348.0,66.0,1481734.3676083977,2552.615461036135,0.2455181533601972,1.0
149,257.0,145.0,188238.6773652248,2223.023438501194,0.7969809029732215,0.0
150,90.0,14.0,179592.54308074733,9796.586413053878,0.8170683881193819,0.0
151,396.0,442.0,719368.5914360979,3437.714142260269,0.46703847171042767,1.0
152,139.0,14.0,16209.185104389457,6862.029987061967,0.057910748586832206,0.0
153,54.0,15.0,58218.117251237796,8142.350814499974,0.8003375644582047,0.0
154,576.0,88.0,1298060.8134644164,4585.237985846624,0.32456640385839625,1.0
155,351.0,284.0,361006.54556218034,762.7189353736741,0.5720088905714419,0.0
156,36.0,20.0,123521.15827625687,6647.622410240205,0.9044063969898644,0.0
157,526.0,93.0,1004859.4953822315,1441.2853301800387,0.006188223064615817,1.0
158,396.0,386.0,139866.45253604528,2276.582838939072,0.08425249268440571,0.0
159,138.0,1.0,141522.33966895213,9711.145249366458,0.9080292110402728,0.0
160,436.0,466.0,1076245.0187168452,709.6699995786244,0.2529819361897758,1.0
161,87.0,194.0,631468.3539616476,4281.51177373627,0.5276137541180554,0.0
162,101.0,10.0,210382.79577913598,8689.669808716813,0.8848140569945031,0.0
163,449.0,438.0,507659.2460515565,94.66685607863124,0.4507084780327132,1.0
164,48.0,480.0,609358.0688595235,2771.629236557775,0.49479369431468667,0.0
165,85.0,44.0,68676.62462950026,9916.129391304956,0.629531604533187,0.0
166,214.0,123.0,1165296.6630478692,4373.241962190863,0.5412249593196757,1.0
167,8.0,484.0,608397.2582191662,1445.0111074725944,0.9971507590280194,0.0
168,166.0,7.0,78712.20138099107,5288.4748782228025,0.8574858814282228,0.0
169,444.0,277.0,641116.257821694,2267.8807890955127,0.020854176988591645,1.0
170,240.0,169.0,66507.0639733133,1048.1861212486656,0.08485611373913837,0.0
171,72.0,42.0,159691.73411670525,9164.42467342544,0.7393107806536947,0.0
172,394.0,229.0,344883.6852874535,615.3821696658507,0.05346531377326378,1.0
173,98.0,49.0,285740.9998627532,3741.784641587941,0.0005299391053961156,0.0
174,138.0,29.0,132163.34629358302,5343.008443055247,0.6548357764531548,0.0
175,318.0,461.0,1482473.5162768562,170.88546924612925,0.20301617328735885,1.0
176,53.0,401.0,600902.4057802141,5174.1508661493335,0.9414656994177552,0.0
177,129.0,2.0,83112.06837343406,7813.228449291953,0.7375910493744945,0.0
178,392.0,277.0,1013625.3862511533,2286.8759349485936,0.4783345634381905,1.0
179,274.0,248.0,417058.6419657645,345.79454083557073,0.9000827727908525,0.0
180,73.0,16.0,93387.22676789954,7284.019959921336,0.858771099216622,0.0
181,226.0,439.0,1256298.6576810763,2006.7882363005574,0.22790572741989848,1.0
182,352.0,236.0,52958.95018195324,5452.252537221076,0.17432171808421149,0.0
183,189.0,31.0,41973.851677189276,5459.980762140565,0.764749750764407,0.0
184,545.0,123.0,305089.93673963664,4745.154578767723,0.061175652778241746,1.0
185,221.0,326.0,992597.5443047193,3913.6984809011847,0.33977555325755116,0.0
186,160.0,16.0,105031.7533589669,8816.435945168978,0.8941883755030811,0.0
187,396.0,484.0,1082450.7035094672,1016.850241089171,0.48183816071977886,1.0
188,18.0,420.0,87007.98476604726,848.8920894913977,0.3465726616449252,0.0
189,197.0,5.0,33154.019795393084,5373.856918766351,0.6002615102389389,0.0
190,284.0,87.0,1373064.3812666233,2799.883637091069,0.17207680412104667,1.0
191,203.0,89.0,1199619.235155701,5045.667841651745,0.6573156066663318,0.0
192,145.0,23.0,103873.38855581419,5540.6800414094305,0.6562325221764301,0.0
193,527.0,138.0,297462.26074050216,3437.745914223932,0.5215452040278928,1.0
194,251.0,285.0,1191091.1061254188,396.39578233606534,0.5648993750472571,0.0
195,120.0,48.0,39582.59421958376,9778.928402417143,0.6777847784660457,0.0
196,377.0,106.0,473505.2376467227,1764.250296330806,0.29142607987549957,1.0
197,120.0,315.0,44659.404994784716,2916.9800403759414,0.045761299813611545,0.0
198,106.0,25.0,235669.02107929028,7831.673638550035,0.6964057590174195,0.0
199,314.0,448.0,825669.8013042001,4452.164477151912,0.5319128522809115,1.0
200,337.0,279.0,496524.14397696964,6908.667187163683,0.2868098701407389,0.0
201,157.0,25.0,125833.62605615494,5080.930228754113,0.6157658901342687,0.0
202,481.0,129.0,964319.4834212881,3403.7335488546096,0.05043916499655272,1.0
203,400.0,66.0,523468.262032324,6450.672875636646,0.06599546352009666,0.0
204,147.0,49.0,166018.3514320161,9146.17162298094,0.7076966446455035,0.0
205,250.0,253.0,1315813.454795639,1239.6064539575252,0.2148000780063136,1.0
206,174.0,162.0,843393.1051102376,4616.270676202203,0.42094223321026836,0.0
207,30.0,37.0,126724.22980720225,9246.197082894982,0.7279482629319244,0.0
208,412.0,132.0,454134.5144847853,3931.2024947938135,0.09461383624808291,1.0
209,148.0,323.0,875421.9552167769,3925.4314844122086,0.296494788866269,0.0
210,184.0,1.0,188333.9680723015,8964.268736266344,0.7664419280697374,0.0
211,457.0,129.0,740176.7646729271,3150.0084628717154,0.5459781421728759,1.0
212,333.0,15.0,377332.56781494763,5117.496708237254,0.30054040927623504,0.0
213,132.0,1.0,263778.7240773733,8372.433658066308,0.6083949539306921,0.0
214,567.0,201.0,1155910.1356424596,3445.5401891124748,0.36421138635723543,1.0
215,219.0,334.0,101667.22890542212,6941.352847992721,0.7285412829072092,0.0
216,24.0,11.0,69900.309178813,8368.769020478543,0.868161997282924,0.0
217,480.0,306.0,1247654.7575713047,82.40812473347958,0.2498264735076974,1.0
218,432.0,466.0,86041.447172019,595.2676490864403,0.6264195039114997,0.0
219,184.0,36.0,17634.274467880965,8632.430347315907,0.6977161666520981,0.0
220,333.0,149.0,1334048.9783390725,3140.2300847178135,0.24660194996691942,1.0
221,134.0,176.0,412647.5415049057,1972.929825281442,0.3880664507136218,0.0
222,133.0,10.0,269559.45400503493,7251.7515166339435,0.9531086608052018,0.0
223,528.0,90.0,291397.45550342865,633.2918791584996,0.4688616023229954,1.0
224,247.0,295.0,836172.2058757818,3702.750462835338,0.749798605540987,0.0
225,35.0,18.0,220989.40463916273,8544.970815882318,0.8622986879697249,0.0
226,378.0,451.0,1298257.6078824913,1990.8000890867518,0.4066422177401607,1.0
227,180.0,123.0,969715.6857563445,3739.2362916215893,0.301388289774591,0.0
228,154.0,6.0,108077.94866567288,6162.4292804782835,0.9794152540468637,0.0
229,350.0,398.0,1132319.274991217,490.1336474868656,0.07932677378393575,1.0
230,363.0,472.0,1290269.5297512605,2726.146892034131,0.5261480601610146,0.0
231,173.0,39.0,138137.5975764738,6004.81857232947,0.6896642794827939,0.0
232,353.0,327.0,1000512.361013028,4406.674932052061,0.4965696744594226,1.0
233,255.0,323.0,833842.8078787376,6276.4104704832625,0.7248324868796849,0.0
234,34.0,8.0,93419.18542944454,6564.981453461809,0.919492788206713,0.0
235,523.0,477.0,897243.5493031861,172.66961083399758,0.12153665041687979,1.0
236,421.0,169.0,1216917.8927620223,2937.408000443778,0.4772006666674695,0.0
237,77.0,7.0,147130.253856757,5724.584178357909,0.679558853357,0.0
238,547.0,334.0,476844.43970237364,1910.6564439715257,0.3709899497048332,1.0
239,50.0,191.0,11961.955445645155,4062.122205565726,0.46924104798567456,0.0
240,83.0,23.0,102125.42195742711,8263.726826501927,0.9304828180938628,0.0
241,578.0,404.0,494615.926156573,753.256875711869,0.1017832219817651,1.0
242,98.0,257.0,970206.7181414873,7173.103330715614,0.40889304954520045,0.0
243,49.0,25.0,263605.6591999112,6777.094530799828,0.6735205070231286,0.0
244,263.0,381.0,1401393.1687066804,749.3531990627228,0.5637546337283124,1.0
245,363.0,333.0,18149.970157445903,6823.494624380375,0.8335716016802501,0.0
246,98.0,40.0,216158.10731575484,5502.261984823058,0.8921892738852828,0.0
247,222.0,306.0,1396151.8065419425,1236.4712705827878,0.19885577534095322,1.0
248,145.0,154.0,1219179.719641065,591.5999684054691,0.021610657027543834,0.0
249,126.0,47.0,6027.798419305573,7110.177783024755,0.7207912894907251,0.0
250,347.0,52.0,1240551.0565505712,2177.918820715466,0.11175105869900288,1.0
251,245.0,338.0,344667.95736252266,3396.6643147782365,0.5932976198633176,0.0
252,29.0,9.0,70170.23372926445,7146.068208312955,0.9423752486098208,0.0
253,598.0,272.0,560793.5838451688,943.7434978632219,0.48049672228173224,1.0
254,184.0,235.0,364989.2104898518,6284.45198710268,0.09002714340896456,0.0
255,170.0,9.0,117336.71259289826,6180.331578373114,0.7387657287916547,0.0
256,246.0,397.0,876658.2140655194,3216.0870810628016,0.5842970994099987,1.0
257,322.0,111.0,513402.99350179353,449.97959186443205,0.8663602067801689,0.0
258,6.0,44.0,18511.307280611774,5347.215522286109,0.7095308766157755,0.0
259,356.0,300.0,863909.3293769865,3890.4619401233704,0.4260481786935813,1.0
260,414.0,321.0,612169.189919276,2788.6215701737,0.4353741117301003,0.0
261,161.0,8.0,105613.65628380667,9040.095130925994,0.6777523603382867,0.0
262,551.0,390.0,1203714.0456081019,361.28636686208137,0.2501434292411933,1.0
263,281.0,237.0,1244403.4953920865,508.79159410359875,0.5146108075483461,0.0
264,64.0,42.0,6995.82424808769,9971.408761981085,0.8004311897473704,0.0
265,373.0,215.0,1264547.8291803761,746.5957799855555,0.24928303150615735,1.0
266,312.0,432.0,767254.2120564417,6498.292120013597,0.11813352226013207,0.0
267,161.0,20.0,227762.65389955093,9721.188423664815,0.6164289291060117,0.0
268,586.0,481.0,1181767.2899778062,4511.060092900639,0.4532541371661348,1.0
269,36.0,149.0,1407069.8388415992,1776.1161820515542,0.56564409013071,0.0
270,110.0,0.0,31468.64461353371,5694.9937250288785,0.6964886832843994,0.0
271,314.0,68.0,808966.395218798,4826.875613869474,0.20137707555877796,1.0
272,108.0,412.0,1356012.4370629783,915.4391627394842,0.9337180956402326,0.0
273,196.0,48.0,43816.45749949627,7910.524033447127,0.6489511280926998,0.0
274,537.0,496.0,439123.68808428175,397.9704367518377,0.3738402926811542,1.0
275,354.0,430.0,297748.18704060523,6026.715867943149,0.8463388865416442,0.0
276,30.0,7.0,241686.1732498147,9564.674553837514,0.9535556712609878,0.0
277,498.0,270.0,1163783.9948164388,2805.7365285862566,0.5760943446019299,1.0
278,50.0,261.0,899604.0342397474,6040.084819410651,0.46400686811123737,0.0
279,65.0,22.0,31149.73073097457,8759.455486102399,0.6006047477137096,0.0
280,545.0,169.0,1061052.8252719615,4701.535897441189,0.5174233109330076,1.0
281,151.0,80.0,620926.2019630217,6592.393882996013,0.7579107916645313,0.0
282,152.0,43.0,7017.666820936323,9903.567946640353,0.6281833427335998,0.0
283,293.0,468.0,1467829.688076321,2322.4919498891704,0.4202704789237641,1.0
284,322.0,223.0,1320926.5555541017,3009.0460587190087,0.4908736041063795,0.0
285,68.0,49.0,56183.433237227124,8415.741741718019,0.9438719797377217,0.0
286,543.0,287.0,1472322.153918281,3847.4573666258793,0.5274432244499021,1.0
287,30.0,311.0,1171768.2299620917,2521.6204359549106,0.8760862408089505,0.0
288,96.0,12.0,100841.35338680126,6174.1332953703,0.7566052610860823,0.0
289,355.0,95.0,487660.7554248041,4005.116763766541,0.4759288764720402,1.0
290,467.0,108.0,1306719.2693422488,791.3416236308528,0.06736733439491083,0.0
291,163.0,39.0,199726.1155138021,5581.161779636977,0.9126896170151879,0.0
292,579.0,399.0,285901.8589072935,924.1626593569124,0.11487607765394418,1.0
293,379.0,456.0,1003844.8273206817,7981.261582865155,0.8227471253598474,0.0
294,36.0,30.0,179344.07549840413,7450.877751693628,0.9746025786806767,0.0
295,273.0,201.0,932249.9426311823,4399.017296500292,0.1751131545907096,1.0
296,483.0,431.0,191434.17727106664,1280.7795940249412,0.4299139446691447,0.0
297,104.0,44.0,241024.6525001521,6446.571224657908,0.6608604909094082,0.0
298,371.0,463.0,1225412.8903728751,1160.3517630318988,0.5405572597745504,1.0
299,299.0,179.0,1169343.6997183426,4288.979837572401,0.25805236723701674,0.0
300,149.0,6.0,21227.283906294626,6946.354415687921,0.6885433828311744,0.0
301,241.0,108.0,1223598.6042416557,494.7837340811423,0.4955042893533213,1.0
302,324.0,37.0,968588.9196153078,525.6125517442642,0.8951211898022239,0.0
303,151.0,11.0,9595.770245183518,5895.532922993134,0.8351852346197381,0.0
304,341.0,200.0,368798.6707989663,591.8367786789314,0.1476980937909898,1.0
305,16.0,244.0,1014215.4203672708,6265.4826753778325,0.1659443433823059,0.0
306,137.0,3.0,162125.23867762383,9134.98980110623,0.825786397888368,0.0
307,467.0,391.0,1211097.4184264266,1566.4109595637126,0.28167580631134814,1.0
308,406.0,58.0,557310.6513485584,2051.066495168743,0.7944707151916903,0.0
309,58.0,18.0,213181.58247840844,6486.329358755931,0.7703303551148444,0.0
310,469.0,229.0,1036051.3357641449,1958.0126520419478,0.2010341516713399,1.0
311,484.0,433.0,928868.4599718483,2707.4983236486332,0.010338201124275193,0.0
312,7.0,42.0,771.374881858522,9207.106563379464,0.7428510301471889,0.0
313,506.0,424.0,676822.5504334039,4478.528757010397,0.5241329565641091,1.0
314,460.0,28.0,384598.53734101634,5328.744417653837,0.45064790163438995,0.0
315,100.0,45.0,118940.74587088304,7779.804512765742,0.7661757779506677,0.0
316,539.0,482.0,566722.1644430473,3643.529927416331,0.415696539501322,1.0
317,197.0,342.0,1162813.602278199,5850.760325395801,0.42757783718685516,0.0
318,90.0,19.0,243506.0738077539,5524.35146075718,0.8215724001465171,0.0
319,338.0,446.0,373696.37894455704,2884.6600854500402,0.5641299523932547,1.0
320,32.0,175.0,5718.521182543179,4702.825064256739,0.031578786850524065,0.0
321,22.0,36.0,27598.25383780347,8926.963269130158,0.7438704253882026,0.0
322,226.0,289.0,1040168.0280756009,4944.797780859316,0.3883671779862273,1.0
323,325.0,223.0,19422.61884144253,7728.809154701526,0.08035163508133703,0.0
324,96.0,36.0,270787.00115690724,8396.548587083838,0.8822907082950369,0.0
325,480.0,238.0,918145.9103860612,608.6773474570662,0.23994448384117176,1.0
326,10.0,87.0,1364797.2531752307,3232.670377451516,0.15189110067902334,0.0
327,196.0,36.0,25515.091178997776,9825.181276456999,0.7238999412346929,0.0
328,339.0,313.0,1354947.753316201,273.2104666057478,0.21359433164958666,1.0
329,381.0,258.0,38420.21489620273,3959.340113500467,0.4576663295027741,0.0
330,144.0,41.0,92143.72318092694,6087.6568781148835,0.8771131775226648,0.0
331,306.0,403.0,1023274.5690191148,1795.7561373401159,0.1891566488058062,1.0
332,220.0,294.0,462678.9833309106,2787.838809168532,0.8172621295089004,0.0
333,128.0,41.0,38537.80339916828,9912.804608242284,0.8007782086509179,0.0
334,244.0,425.0,917198.5119628543,730.4426406469178,0.5334928449614229,1.0
335,182.0,175.0,68940.1709862768,7557.931196194849,0.5577045569700001,0.0
336,138.0,2.0,9138.571452257374,9747.678647176099,0.693188140289297,0.0
337,525.0,312.0,1433599.3882773262,161.01411942495812,0.3253031833713771,1.0
338,490.0,103.0,1389153.5337774095,3257.328351190245,0.7389588693402599,0.0
339,91.0,37.0,193919.87883197615,9985.469149602552,0.6293439395123167,0.0
340,580.0,307.0,1012407.5884465078,4521.6507407614545,0.26770025859008567,1.0
341,265.0,35.0,944608.9609230253,177.15544090107028,0.949602366275794,0.0
342,179.0,8.0,256047.00579752147,8481.302091760397,0.891357916374157,0.0
343,385.0,181.0,422802.9547896771,2176.9827057756706,0.10581219757232925,1.0
344,373.0,435.0,93356.11926984822,7519.379282462398,0.29377236280102803,0.0
345,111.0,20.0,123651.54166406089,6974.160955490453,0.9198541401374632,0.0
346,375.0,466.0,1038259.3930600844,3006.67070067502,0.34300348621327,1.0
347,279.0,479.0,84492.81916351459,3869.568625377984,0.6009185713944921,0.0
348,59.0,24.0,98187.91887117269,7956.587382960042,0.9819271814064298,0.0
349,405.0,164.0,1183119.06362135,3549.3353296657824,0.06348255312375495,1.0
350,23.0,420.0,271636.22866924864,4889.399806363031,0.3560529581386671,0.0
351,37.0,3.0,48324.898879639346,6048.112988881243,0.7341440967205974,0.0
352,580.0,425.0,368659.5232725382,4674.892294182473,0.5219301698961986,1.0
